"Car [id=974, make=Hyundai, model=Scoupe, color=Violet, year=1992, price=54831.4]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=89, make=Mitsubishi, model=Pajero, color=Goldenrod, year=1995, price=39089.61]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=451, make=Suzuki, model=SJ, color=Green, year=1990, price=76253.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=751, make=GMC, model=1500 Club Coupe, color=Indigo, year=1994, price=33072.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=553, make=Chevrolet, model=Camaro, color=Indigo, year=1968, price=18600.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=28, make=Chrysler, model=LHS, color=Khaki, year=1997, price=25354.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=97, make=Isuzu, model=Space, color=Crimson, year=1992, price=41860.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=988, make=Volkswagen, model=Passat, color=Purple, year=1987, price=88405.64]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=684, make=Buick, model=Century, color=Purple, year=1991, price=87811.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=49, make=Audi, model=4000, color=Maroon, year=1987, price=46679.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=211, make=Ford, model=Mustang, color=Indigo, year=1990, price=22388.51]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=827, make=Dodge, model=Neon, color=Green, year=1998, price=74904.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=592, make=Plymouth, model=Voyager, color=Puce, year=1995, price=41797.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=669, make=BMW, model=5 Series, color=Teal, year=1993, price=95141.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=23, make=Corbin, model=Sparrow, color=Puce, year=1999, price=12295.96]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=929, make=Isuzu, model=Oasis, color=Blue, year=1998, price=98709.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=298, make=Volkswagen, model=GTI, color=Indigo, year=1993, price=8575.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=393, make=Audi, model=A6, color=Crimson, year=1997, price=7408.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=708, make=Lexus, model=LS, color=Green, year=1998, price=70527.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=481, make=Honda, model=Civic, color=Red, year=1980, price=39472.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=310, make=Pontiac, model=Grand Prix, color=Pink, year=1992, price=12585.05]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=855, make=Austin, model=Mini Cooper, color=Purple, year=1961, price=31402.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=91, make=Lamborghini, model=Diablo, color=Teal, year=1997, price=39410.57]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=526, make=GMC, model=Sierra 1500, color=Fuscia, year=2000, price=28618.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=197, make=Pontiac, model=Firebird Formula, color=Turquoise, year=1999, price=48739.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=572, make=Mazda, model=B-Series, color=Mauv, year=1994, price=94992.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=326, make=Mercedes-Benz, model=S-Class, color=Aquamarine, year=1994, price=33998.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=624, make=Ford, model=Econoline E350, color=Mauv, year=1995, price=77866.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=232, make=Dodge, model=D250, color=Purple, year=1992, price=48791.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=650, make=Mercury, model=Topaz, color=Orange, year=1994, price=78799.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=367, make=Dodge, model=Avenger, color=Maroon, year=1998, price=9780.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=430, make=Ford, model=Bronco, color=Crimson, year=1994, price=12672.24]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=757, make=BMW, model=7 Series, color=Indigo, year=1992, price=56138.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=325, make=Toyota, model=Corolla, color=Aquamarine, year=1995, price=51317.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=545, make=Cadillac, model=Seville, color=Aquamarine, year=1999, price=84341.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=697, make=Mercedes-Benz, model=E-Class, color=Red, year=1986, price=43520.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=981, make=Lincoln, model=Town Car, color=Aquamarine, year=1994, price=13755.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=552, make=Saab, model=900, color=Orange, year=1992, price=98743.12]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=605, make=Cadillac, model=DeVille, color=Yellow, year=1995, price=92516.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=252, make=Mitsubishi, model=Mirage, color=Indigo, year=1996, price=89321.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=596, make=Chevrolet, model=Venture, color=Goldenrod, year=1997, price=68050.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=4, make=Toyota, model=Previa, color=Indigo, year=1997, price=34881.54]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=30, make=Ford, model=Escort, color=Mauv, year=1999, price=63684.54]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=673, make=Ford, model=Taurus, color=Fuscia, year=1990, price=25634.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=51, make=Pontiac, model=Firebird, color=Khaki, year=1987, price=95547.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=915, make=Dodge, model=Ram 3500 Club, color=Blue, year=1997, price=93069.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=163, make=Maserati, model=430, color=Orange, year=1990, price=18209.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=831, make=Toyota, model=Truck Xtracab SR5, color=Turquoise, year=1989, price=65164.68]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=480, make=Pontiac, model=Grand Am, color=Khaki, year=1993, price=27191.0]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=967, make=Acura, model=NSX, color=Goldenrod, year=1992, price=94556.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=618, make=Mitsubishi, model=Eclipse, color=Aquamarine, year=1989, price=50390.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=583, make=Oldsmobile, model=LSS, color=Green, year=1999, price=75883.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=985, make=GMC, model=3500, color=Maroon, year=1992, price=49914.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=368, make=GMC, model=2500 Club Coupe, color=Turquoise, year=1995, price=32190.62]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=500, make=Land Rover, model=Defender, color=Pink, year=1995, price=67623.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=721, make=Ford, model=Mustang, color=Violet, year=1971, price=11266.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=830, make=Toyota, model=Tacoma Xtra, color=Orange, year=1998, price=23056.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=987, make=Ford, model=Econoline E350, color=Khaki, year=2000, price=66270.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=45, make=Subaru, model=Justy, color=Teal, year=1988, price=63901.09]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=847, make=Mercedes-Benz, model=S-Class, color=Puce, year=1993, price=16750.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=944, make=Kia, model=Sephia, color=Crimson, year=1995, price=37333.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=785, make=Buick, model=Regal, color=Puce, year=1989, price=76808.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=206, make=Mitsubishi, model=Galant, color=Orange, year=1997, price=18564.09]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=12, make=Hummer, model=H1, color=Red, year=1998, price=14187.98]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=372, make=Subaru, model=Justy, color=Indigo, year=1990, price=77008.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=235, make=Plymouth, model=Voyager, color=Goldenrod, year=1993, price=86843.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=32, make=Chevrolet, model=Monte Carlo, color=Khaki, year=1997, price=48987.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=218, make=Lexus, model=LS, color=Indigo, year=1998, price=23363.65]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=867, make=Chevrolet, model=Caprice, color=Teal, year=1977, price=97794.12]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=951, make=Mercedes-Benz, model=SL-Class, color=Goldenrod, year=1990, price=76216.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=478, make=Mazda, model=B-Series Plus, color=Aquamarine, year=1996, price=79575.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=555, make=Subaru, model=Justy, color=Orange, year=1988, price=29911.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=238, make=Citroën, model=SM, color=Red, year=1972, price=73926.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=567, make=Mitsubishi, model=Eclipse, color=Khaki, year=1989, price=27385.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=700, make=Mitsubishi, model=Pajero, color=Teal, year=1987, price=34628.05]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=308, make=Mitsubishi, model=L300, color=Red, year=1987, price=85564.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=345, make=Dodge, model=Shadow, color=Yellow, year=1994, price=45028.55]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=541, make=Eagle, model=Vision, color=Orange, year=1995, price=19407.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=435, make=Ford, model=Tempo, color=Mauv, year=1992, price=44188.64]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=296, make=Infiniti, model=J, color=Yellow, year=1997, price=39427.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=668, make=Lotus, model=Esprit, color=Pink, year=1992, price=11885.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=997, make=Buick, model=Skylark, color=Violet, year=1995, price=87749.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=599, make=Suzuki, model=Esteem, color=Purple, year=1999, price=87295.02]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=939, make=Chevrolet, model=G-Series 2500, color=Goldenrod, year=1996, price=41286.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=105, make=Ford, model=Explorer, color=Crimson, year=1998, price=29126.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=671, make=Mazda, model=929, color=Mauv, year=1994, price=13824.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=239, make=Toyota, model=Camry, color=Teal, year=1997, price=93345.3]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=998, make=Honda, model=CR-V, color=Green, year=1997, price=99297.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=354, make=Pontiac, model=GTO, color=Maroon, year=1968, price=7372.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=704, make=Mercedes-Benz, model=M-Class, color=Violet, year=1999, price=92121.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=503, make=Honda, model=Accord, color=Orange, year=1994, price=83153.53]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=701, make=Ford, model=F-Series, color=Indigo, year=1994, price=42311.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=329, make=Acura, model=RL, color=Indigo, year=2000, price=43733.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=336, make=Pontiac, model=Grand Prix Turbo, color=Crimson, year=1990, price=58300.63]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=395, make=Mazda, model=B-Series, color=Pink, year=1993, price=39503.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=216, make=Toyota, model=MR2, color=Teal, year=1992, price=89987.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=365, make=Mercury, model=Sable, color=Indigo, year=1988, price=48737.84]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=86, make=Ford, model=Explorer, color=Orange, year=1995, price=95643.62]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=178, make=Ford, model=Festiva, color=Green, year=1990, price=42782.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=436, make=Ford, model=Fairlane, color=Orange, year=1965, price=8713.74]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=330, make=Suzuki, model=Cultus, color=Puce, year=1985, price=29087.58]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=381, make=Pontiac, model=LeMans, color=Pink, year=1991, price=81316.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=462, make=Acura, model=TL, color=Violet, year=1997, price=80791.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=246, make=Volkswagen, model=Golf, color=Fuscia, year=2000, price=61755.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=249, make=Dodge, model=Ram Van 2500, color=Aquamarine, year=1998, price=65331.88]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=438, make=Buick, model=Skylark, color=Fuscia, year=1985, price=79220.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=463, make=Audi, model=riolet, color=Maroon, year=1998, price=51522.02]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=765, make=Mercury, model=Topaz, color=Fuscia, year=1989, price=23466.83]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=292, make=BMW, model=5 Series, color=Indigo, year=1993, price=29787.38]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=788, make=Mercury, model=Cougar, color=Violet, year=1967, price=57801.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=53, make=Isuzu, model=Space, color=Orange, year=1994, price=94241.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=124, make=Oldsmobile, model=Cutlass Cruiser, color=Khaki, year=1993, price=65956.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=674, make=Jeep, model=Cherokee, color=Violet, year=2000, price=51102.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=195, make=Chevrolet, model=Corvette, color=Pink, year=1954, price=54031.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=610, make=Infiniti, model=Q, color=Goldenrod, year=2000, price=50749.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=800, make=Chevrolet, model=Suburban 2500, color=Yellow, year=1992, price=52004.9]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=886, make=GMC, model=Suburban 1500, color=Crimson, year=1999, price=90024.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=274, make=Buick, model=Electra, color=Orange, year=1985, price=57258.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=821, make=Volkswagen, model=Type 2, color=Orange, year=1986, price=51124.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=334, make=Chevrolet, model=S10 Blazer, color=Violet, year=1994, price=50547.76]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=118, make=Plymouth, model=Reliant, color=Orange, year=1981, price=66321.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=796, make=Pontiac, model=LeMans, color=Violet, year=1965, price=97584.84]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=760, make=Saturn, model=S-Series, color=Maroon, year=1992, price=67221.38]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=111, make=Chevrolet, model=Corvette, color=Green, year=1970, price=27556.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=739, make=Toyota, model=Camry, color=Pink, year=2000, price=87794.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=284, make=Pontiac, model=Trans Sport, color=Purple, year=1990, price=26918.8]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=164, make=Ford, model=Bronco, color=Puce, year=1996, price=18464.9]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=244, make=Mercedes-Benz, model=S-Class, color=Pink, year=1996, price=47274.68]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=519, make=Ford, model=Fairlane, color=Blue, year=1967, price=52635.0]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=638, make=Chevrolet, model=G-Series G10, color=Fuscia, year=1995, price=22910.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=711, make=Dodge, model=Ram Wagon B150, color=Crimson, year=1993, price=55885.99]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=499, make=GMC, model=Rally Wagon 3500, color=Khaki, year=1994, price=31306.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=364, make=Mazda, model=626, color=Teal, year=2000, price=7772.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=903, make=Chevrolet, model=Citation, color=Pink, year=1980, price=32312.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=290, make=Ford, model=Taurus, color=Crimson, year=1987, price=16748.49]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=265, make=Oldsmobile, model=Cutlass Cruiser, color=Blue, year=1994, price=43755.08]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=651, make=GMC, model=2500 Club Coupe, color=Mauv, year=1996, price=65358.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=782, make=Toyota, model=Avalon, color=Blue, year=1998, price=15941.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=455, make=Buick, model=Skylark, color=Goldenrod, year=1989, price=44523.53]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=670, make=Chevrolet, model=Camaro, color=Aquamarine, year=1977, price=6875.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=802, make=Pontiac, model=Sunbird, color=Teal, year=1989, price=10292.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=764, make=Kia, model=Sportage, color=Teal, year=1996, price=45866.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=433, make=Mazda, model=MPV, color=Crimson, year=1992, price=28275.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=267, make=Hummer, model=H1, color=Teal, year=1998, price=71584.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=390, make=Mazda, model=MX-6, color=Fuscia, year=1995, price=45861.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=908, make=Ford, model=Crown Victoria, color=Teal, year=1995, price=36535.55]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=474, make=BMW, model=3 Series, color=Yellow, year=1995, price=20002.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=346, make=GMC, model=2500, color=Violet, year=1999, price=7373.91]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=518, make=Geo, model=Metro, color=Pink, year=1992, price=57683.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=31, make=Lamborghini, model=Countach, color=Puce, year=1989, price=76633.77]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=126, make=Ford, model=Festiva, color=Aquamarine, year=1991, price=37487.83]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=281, make=Mitsubishi, model=Galant, color=Violet, year=1988, price=93797.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=473, make=Honda, model=Prelude, color=Pink, year=1985, price=14578.89]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=515, make=Land Rover, model=Defender 90, color=Puce, year=1997, price=34183.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=440, make=Pontiac, model=Grand Prix, color=Puce, year=1993, price=49524.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=374, make=Ford, model=Ranger, color=Mauv, year=1987, price=45019.08]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=643, make=Austin, model=Mini, color=Yellow, year=1959, price=83356.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=565, make=Mazda, model=B-Series, color=Violet, year=1986, price=24958.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=889, make=Volkswagen, model=Jetta, color=Maroon, year=1984, price=64233.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=229, make=Chrysler, model=Fifth Ave, color=Fuscia, year=1993, price=72324.75]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=40, make=Pontiac, model=Turbo Firefly, color=Khaki, year=1988, price=67582.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=13, make=Mercury, model=Mystique, color=Red, year=1996, price=6145.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=36, make=Lincoln, model=Town Car, color=Green, year=1988, price=39388.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=829, make=Chevrolet, model=Lumina, color=Red, year=1997, price=24176.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=792, make=Nissan, model=Frontier, color=Yellow, year=1998, price=79649.13]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=312, make=Chevrolet, model=Camaro, color=Indigo, year=1979, price=8859.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=397, make=Kia, model=Sportage, color=Indigo, year=1999, price=52139.91]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=919, make=Audi, model=90, color=Crimson, year=1990, price=11551.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=446, make=Dodge, model=Ram 3500, color=Blue, year=1998, price=51333.47]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=614, make=Dodge, model=Ram Van 3500, color=Crimson, year=1999, price=40942.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=337, make=Ford, model=Thunderbird, color=Purple, year=1990, price=7844.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=190, make=Oldsmobile, model=Achieva, color=Yellow, year=1993, price=78118.63]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=942, make=Nissan, model=Datsun/Nissan Z-car, color=Pink, year=1990, price=35948.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=795, make=Mazda, model=B-Series, color=Red, year=1993, price=47260.84]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=504, make=GMC, model=Jimmy, color=Maroon, year=1998, price=9631.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=501, make=Volkswagen, model=Cabriolet, color=Blue, year=1999, price=19674.22]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=288, make=Pontiac, model=Chevette, color=Green, year=1987, price=83127.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=233, make=Honda, model=Prelude, color=Teal, year=1985, price=73427.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=856, make=Ford, model=Aerostar, color=Maroon, year=1986, price=69159.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=210, make=Audi, model=Coupe GT, color=Puce, year=1986, price=51939.58]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=815, make=GMC, model=Savana 2500, color=Crimson, year=1999, price=42590.89]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=546, make=Audi, model=100, color=Fuscia, year=1989, price=44940.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=794, make=Dodge, model=Dakota, color=Red, year=1999, price=9814.09]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=791, make=Subaru, model=SVX, color=Goldenrod, year=1997, price=55109.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=17, make=Mitsubishi, model=GTO, color=Puce, year=1993, price=80787.63]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=166, make=Ford, model=F-Series, color=Orange, year=1992, price=90531.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=589, make=Ford, model=Ranger, color=Purple, year=1993, price=59603.27]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=363, make=Mercedes-Benz, model=E-Class, color=Yellow, year=1993, price=20136.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=921, make=Mercury, model=Cougar, color=Blue, year=1967, price=42004.14]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=160, make=Dodge, model=Ram 2500 Club, color=Orange, year=1998, price=33427.83]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=570, make=Mazda, model=RX-7, color=Aquamarine, year=1990, price=36780.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=300, make=Audi, model=V8, color=Blue, year=1994, price=93170.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=769, make=Mercedes-Benz, model=300SE, color=Pink, year=1992, price=11916.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=177, make=BMW, model=7 Series, color=Fuscia, year=1992, price=52832.9]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=906, make=Plymouth, model=Grand Voyager, color=Orange, year=1996, price=54437.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=585, make=Buick, model=Reatta, color=Blue, year=1989, price=6926.13]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=629, make=Saab, model=9-5, color=Turquoise, year=2000, price=74739.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=107, make=Mercedes-Benz, model=C-Class, color=Purple, year=1993, price=45849.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=407, make=Pontiac, model=Bonneville, color=Khaki, year=1964, price=55344.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=842, make=Pontiac, model=Montana, color=Purple, year=1999, price=91020.41]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=297, make=Buick, model=Regal, color=Pink, year=1990, price=92936.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=242, make=Dodge, model=Charger, color=Maroon, year=1970, price=61993.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=871, make=Mercury, model=Villager, color=Violet, year=1997, price=5918.76]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=120, make=Ford, model=F250, color=Purple, year=1994, price=41160.38]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=148, make=Dodge, model=Stratus, color=Indigo, year=1996, price=58625.72]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=392, make=Ford, model=Taurus, color=Turquoise, year=1986, price=25224.72]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=66, make=Honda, model=Accord, color=Aquamarine, year=1983, price=48899.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=469, make=Volkswagen, model=riolet, color=Crimson, year=1993, price=12626.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=568, make=Toyota, model=4Runner, color=Crimson, year=1998, price=37893.99]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=152, make=Mazda, model=B-Series, color=Crimson, year=1991, price=65477.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=648, make=Chevrolet, model=3500, color=Teal, year=1999, price=55718.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=320, make=Toyota, model=Tercel, color=Indigo, year=1995, price=97972.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=753, make=Porsche, model=968, color=Turquoise, year=1994, price=9858.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=866, make=Buick, model=Skyhawk, color=Maroon, year=1987, price=75519.89]Error Message is [This model is old. We are not accept this model!!!]"
